-1.473973274230957031e+00,-1.580027103424072266e+00,-1.469000101089477539e+00,-1.483948707580566406e+00,-1.407931804656982422e+00,-1.244940996170043945e+00,2.830492973327636719e+00
-2.662295818328857422e+00,-2.967530250549316406e+00,-2.236419200897216797e+00,-2.906900882720947266e+00,-2.721816062927246094e+00,-2.392266273498535156e+00,5.385654926300048828e+00
-3.162083864212036133e+00,-3.016959667205810547e+00,-2.533804655075073242e+00,-2.741536378860473633e+00,-2.776371240615844727e+00,-2.945298671722412109e+00,5.073279380798339844e+00
-2.975477457046508789e+00,-2.784468412399291992e+00,-2.733102083206176758e+00,-2.686362266540527344e+00,-2.591616392135620117e+00,-2.706942558288574219e+00,5.177495956420898438e+00
-3.358963966369628906e+00,-3.378320455551147461e+00,-2.801369905471801758e+00,-2.905493736267089844e+00,-3.363318920135498047e+00,-3.259305953979492188e+00,6.014797210693359375e+00
-2.745647192001342773e+00,-2.404005050659179688e+00,-2.180773496627807617e+00,-2.544161558151245117e+00,-2.420951604843139648e+00,-2.462400913238525391e+00,4.856295585632324219e+00
-2.875793218612670898e+00,-2.657453298568725586e+00,-2.555599927902221680e+00,-2.550184011459350586e+00,-2.803319692611694336e+00,-2.414940834045410156e+00,4.768280029296875000e+00
-2.020205259323120117e+00,-1.863080024719238281e+00,-1.533637404441833496e+00,-1.649751543998718262e+00,-1.582952737808227539e+00,-1.740416407585144043e+00,3.211492300033569336e+00
-3.132929801940917969e+00,-3.341956138610839844e+00,-2.688380241394042969e+00,-2.907282352447509766e+00,-2.988884925842285156e+00,-3.037743568420410156e+00,5.369652271270751953e+00
-1.440276265144348145e+00,-1.312681674957275391e+00,-1.251157879829406738e+00,-1.318477034568786621e+00,-1.440676331520080566e+00,-1.435842037200927734e+00,2.645588636398315430e+00
-2.927927255630493164e+00,-3.058863401412963867e+00,-2.742393255233764648e+00,-2.894346237182617188e+00,-3.389879703521728516e+00,-3.022573232650756836e+00,5.540528297424316406e+00
-3.855026245117187500e+00,-3.492199897766113281e+00,-2.942979812622070312e+00,-3.570477724075317383e+00,-3.758382797241210938e+00,-3.383198499679565430e+00,6.876770019531250000e+00
-1.281085371971130371e+00,-1.357364058494567871e+00,-1.253396391868591309e+00,-1.488399863243103027e+00,-1.365110278129577637e+00,-1.247269749641418457e+00,2.722571372985839844e+00
-3.208756208419799805e+00,-3.420343399047851562e+00,-2.774951219558715820e+00,-3.086178064346313477e+00,-3.201783418655395508e+00,-3.372076749801635742e+00,5.901078224182128906e+00
-2.931969642639160156e+00,-2.595598697662353516e+00,-2.704234838485717773e+00,-2.662884235382080078e+00,-2.573305130004882812e+00,-2.905887365341186523e+00,4.693439960479736328e+00
-2.667829275131225586e+00,-2.642460584640502930e+00,-2.305072307586669922e+00,-2.631521701812744141e+00,-2.665235280990600586e+00,-2.555772781372070312e+00,4.989937305450439453e+00
-3.399976730346679688e+00,-3.299744606018066406e+00,-2.613044261932373047e+00,-3.090819120407104492e+00,-3.346781492233276367e+00,-2.955749273300170898e+00,6.283388614654541016e+00
-1.852694392204284668e+00,-1.994910359382629395e+00,-1.745796799659729004e+00,-1.717703461647033691e+00,-2.363310337066650391e+00,-1.716687083244323730e+00,3.442218065261840820e+00
-1.490662097930908203e+00,-1.482012510299682617e+00,-1.348287701606750488e+00,-1.394522428512573242e+00,-1.573883175849914551e+00,-1.198876857757568359e+00,2.812259912490844727e+00
-1.886538863182067871e+00,-1.898966073989868164e+00,-1.784531354904174805e+00,-1.606281995773315430e+00,-1.851837992668151855e+00,-1.849153757095336914e+00,3.768770217895507812e+00
-2.111355066299438477e+00,-2.398614645004272461e+00,-1.680030107498168945e+00,-2.018455266952514648e+00,-2.360192298889160156e+00,-2.274988651275634766e+00,4.038025856018066406e+00
-2.421952962875366211e+00,-2.309328556060791016e+00,-2.021012783050537109e+00,-1.864806294441223145e+00,-2.130758523941040039e+00,-2.066152334213256836e+00,3.958417177200317383e+00
-2.759429216384887695e+00,-2.385672569274902344e+00,-2.233050107955932617e+00,-2.363379240036010742e+00,-2.412039518356323242e+00,-2.262632846832275391e+00,4.664988517761230469e+00
-2.630583047866821289e+00,-2.773790359497070312e+00,-2.380549192428588867e+00,-2.522969484329223633e+00,-2.705515146255493164e+00,-2.811461210250854492e+00,4.932088851928710938e+00
-2.386699199676513672e+00,-2.179773092269897461e+00,-2.071847677230834961e+00,-2.152533769607543945e+00,-2.141596794128417969e+00,-2.016727209091186523e+00,4.048337936401367188e+00
-2.845059394836425781e+00,-2.649986505508422852e+00,-2.925738811492919922e+00,-2.923121690750122070e+00,-2.726083278656005859e+00,-2.364982604980468750e+00,5.098902225494384766e+00
-6.139942646026611328e+00,-6.003329753875732422e+00,-5.628377437591552734e+00,-5.871359825134277344e+00,-5.876117706298828125e+00,-5.774415493011474609e+00,1.126705265045166016e+01
-2.904424667358398438e+00,-2.500567197799682617e+00,-2.525235176086425781e+00,-2.842526912689208984e+00,-2.770635366439819336e+00,-2.479463338851928711e+00,5.212444782257080078e+00
-2.362907409667968750e+00,-2.539527177810668945e+00,-1.865539431571960449e+00,-2.203659772872924805e+00,-2.268665790557861328e+00,-2.434439897537231445e+00,4.412913322448730469e+00
-1.066783905029296875e+00,-1.067401409149169922e+00,-9.343045949935913086e-01,-1.057356119155883789e+00,-1.053092598915100098e+00,-1.038385152816772461e+00,2.164602279663085938e+00
